Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	2,	0.222401381,	0.221572870,	2
addition gpu single core,	2,	0.000820765,	0.000131276,	4
addition gpu single core,	2,	0.000675116,	0.000062435,	8
addition gpu single core,	2,	0.000705825,	0.000173985,	16
addition gpu single core,	2,	0.000646770,	0.000073879,	32
addition gpu single core,	2,	0.000643146,	0.000065777,	64
addition gpu single core,	2,	0.000631696,	0.000077460,	128
addition gpu single core,	2,	0.000676452,	0.000154639,	256
addition gpu single core,	2,	0.000640347,	0.000132612,	512
addition gpu single core,	2,	0.000673558,	0.000315299,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	4,	0.140104085,	0.139213625,	2
addition gpu single core,	4,	0.000577483,	0.000015825,	4
addition gpu single core,	4,	0.000584509,	0.000044278,	8
addition gpu single core,	4,	0.000588150,	0.000049147,	16
addition gpu single core,	4,	0.000653891,	0.000076929,	32
addition gpu single core,	4,	0.000639791,	0.000094694,	64
addition gpu single core,	4,	0.000674994,	0.000171088,	128
addition gpu single core,	4,	0.000598632,	0.000068271,	256
addition gpu single core,	4,	0.000632330,	0.000169885,	512
addition gpu single core,	4,	0.000769924,	0.000226536,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	8,	0.134557357,	0.133648738,	2
addition gpu single core,	8,	0.000726027,	0.000029041,	4
addition gpu single core,	8,	0.000784587,	0.000144025,	8
addition gpu single core,	8,	0.000747419,	0.000125031,	16
addition gpu single core,	8,	0.000685192,	0.000141549,	32
addition gpu single core,	8,	0.000681329,	0.000112517,	64
addition gpu single core,	8,	0.000710824,	0.000129543,	128
addition gpu single core,	8,	0.000630202,	0.000105887,	256
addition gpu single core,	8,	0.000631572,	0.000113839,	512
addition gpu single core,	8,	0.000610342,	0.000159494,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	16,	0.114366307,	0.113757161,	2
addition gpu single core,	16,	0.000652096,	0.000042881,	4
addition gpu single core,	16,	0.000587881,	0.000060638,	8
addition gpu single core,	16,	0.000637269,	0.000043292,	16
addition gpu single core,	16,	0.000602512,	0.000060206,	32
addition gpu single core,	16,	0.000597870,	0.000051767,	64
addition gpu single core,	16,	0.000608750,	0.000060133,	128
addition gpu single core,	16,	0.000603378,	0.000073080,	256
addition gpu single core,	16,	0.000609772,	0.000070560,	512
addition gpu single core,	16,	0.000615823,	0.000145567,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	32,	0.115510401,	0.114801837,	2
addition gpu single core,	32,	0.000614106,	0.000020456,	4
addition gpu single core,	32,	0.000630066,	0.000037001,	8
addition gpu single core,	32,	0.000671789,	0.000075341,	16
addition gpu single core,	32,	0.000649561,	0.000046779,	32
addition gpu single core,	32,	0.000615234,	0.000026192,	64
addition gpu single core,	32,	0.000655420,	0.000044805,	128
addition gpu single core,	32,	0.000656471,	0.000088815,	256
addition gpu single core,	32,	0.000695038,	0.000090601,	512
addition gpu single core,	32,	0.000762810,	0.000157836,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	64,	0.132125086,	0.131153317,	2
addition gpu single core,	64,	0.000881786,	0.000045555,	4
addition gpu single core,	64,	0.000878536,	0.000054079,	8
addition gpu single core,	64,	0.000877605,	0.000067938,	16
addition gpu single core,	64,	0.000841626,	0.000041966,	32
addition gpu single core,	64,	0.000842970,	0.000075349,	64
addition gpu single core,	64,	0.000831847,	0.000264293,	128
addition gpu single core,	64,	0.000841378,	0.000183822,	256
addition gpu single core,	64,	0.000896694,	0.000140867,	512
addition gpu single core,	64,	0.000866082,	0.000120602,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	128,	0.125252748,	0.123796084,	2
addition gpu single core,	128,	0.001450675,	0.000022335,	4
addition gpu single core,	128,	0.001475514,	0.000053382,	8
addition gpu single core,	128,	0.001463356,	0.000063957,	16
addition gpu single core,	128,	0.001449121,	0.000037015,	32
addition gpu single core,	128,	0.001415737,	0.000125112,	64
addition gpu single core,	128,	0.001322019,	0.000095758,	128
addition gpu single core,	128,	0.001324066,	0.000150205,	256
addition gpu single core,	128,	0.001274368,	0.000143156,	512
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	256,	0.125771311,	0.122513689,	2
addition gpu single core,	256,	0.003241453,	0.000079665,	4
addition gpu single core,	256,	0.003298202,	0.000121716,	8
addition gpu single core,	256,	0.003361015,	0.000444052,	16
addition gpu single core,	256,	0.003316828,	0.000386147,	32
addition gpu single core,	256,	0.003514636,	0.000487830,	64
addition gpu single core,	256,	0.003581971,	0.000366848,	128
addition gpu single core,	256,	0.003369379,	0.000393303,	256
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
addition gpu single core,	512,	0.147278333,	0.135407465,	2
addition gpu single core,	512,	0.014278756,	0.002164401,	4
addition gpu single core,	512,	0.012904142,	0.001780295,	8
addition gpu single core,	512,	0.014894211,	0.003111367,	16
addition gpu single core,	512,	0.018252890,	0.000316384,	32
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition gpu single core,	2,	0.407369758,	0.406594046,	2
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition gpu single core,	4,	0.126432532,	0.125832192,	2
2d addition gpu single core,	4,	0.000589105,	0.000021608,	4
2d addition gpu single core,	4,	0.000622444,	0.000053934,	8
2d addition gpu single core,	4,	0.000645965,	0.000070549,	16
2d addition gpu single core,	4,	0.000575118,	0.000015958,	32
2d addition gpu single core,	4,	0.000650887,	0.000064179,	64
2d addition gpu single core,	4,	0.000620564,	0.000052818,	128
2d addition gpu single core,	4,	0.000590400,	0.000040561,	256
2d addition gpu single core,	4,	0.000731043,	0.000092381,	512
2d addition gpu single core,	4,	0.000740579,	0.000071515,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition gpu single core,	8,	0.120278328,	0.119580905,	2
2d addition gpu single core,	8,	0.000607307,	0.000019232,	4
2d addition gpu single core,	8,	0.000713933,	0.000114167,	8
2d addition gpu single core,	8,	0.000652568,	0.000055254,	16
2d addition gpu single core,	8,	0.000670802,	0.000062828,	32
2d addition gpu single core,	8,	0.000676423,	0.000062892,	64
2d addition gpu single core,	8,	0.000650012,	0.000045020,	128
2d addition gpu single core,	8,	0.000693780,	0.000066817,	256
2d addition gpu single core,	8,	0.000722489,	0.000096919,	512
2d addition gpu single core,	8,	0.000731803,	0.000096610,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition gpu single core,	16,	0.122141236,	0.121446136,	2
2d addition gpu single core,	16,	0.000656768,	0.000041399,	4
2d addition gpu single core,	16,	0.000643292,	0.000034374,	8
2d addition gpu single core,	16,	0.000721162,	0.000043641,	16
2d addition gpu single core,	16,	0.000671518,	0.000050251,	32
2d addition gpu single core,	16,	0.000679297,	0.000051940,	64
2d addition gpu single core,	16,	0.000700652,	0.000052236,	128
2d addition gpu single core,	16,	0.000717193,	0.000066506,	256
2d addition gpu single core,	16,	0.000770162,	0.000118389,	512
2d addition gpu single core,	16,	0.000721712,	0.000078948,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition gpu single core,	32,	0.120452493,	0.119667163,	2
2d addition gpu single core,	32,	0.000695504,	0.000012895,	4
2d addition gpu single core,	32,	0.000680528,	0.000022446,	8
2d addition gpu single core,	32,	0.000687866,	0.000018140,	16
2d addition gpu single core,	32,	0.000704890,	0.000034174,	32
2d addition gpu single core,	32,	0.000692658,	0.000031877,	64
2d addition gpu single core,	32,	0.000687487,	0.000059138,	128
2d addition gpu single core,	32,	0.000727984,	0.000081820,	256
2d addition gpu single core,	32,	0.000797746,	0.000096058,	512
2d addition gpu single core,	32,	0.000752276,	0.000077587,	1024
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition gpu single core,	64,	0.128014311,	0.127079055,	2
2d addition gpu single core,	64,	0.000850589,	0.000016404,	4
2d addition gpu single core,	64,	0.000903338,	0.000041761,	8
2d addition gpu single core,	64,	0.000859611,	0.000026225,	16
2d addition gpu single core,	64,	0.000855366,	0.000032705,	32
2d addition gpu single core,	64,	0.000878420,	0.000038469,	64
2d addition gpu single core,	64,	0.000873208,	0.000043323,	128
2d addition gpu single core,	64,	0.000918135,	0.000092876,	256
2d addition gpu single core,	64,	0.000981039,	0.000132897,	512
Algorithm,	Dimensions,	Mean,	Standard Deviation,	Iterations
2d addition gpu single core,	128,	0.140446259,	0.137730044,	2
2d addition gpu single core,	128,	0.001751438,	0.000128764,	4
2d addition gpu single core,	128,	0.001866196,	0.000304081,	8
2d addition gpu single core,	128,	0.001986675,	0.000250584,	16
2d addition gpu single core,	128,	0.001851535,	0.000213713,	32
2d addition gpu single core,	128,	0.001887203,	0.000293561,	64
